titles,authors,informs
애들,캐롤 엠쉬윌러 저,"“유리감옥을 깨뜨려라!” SF 소설의 페미니즘 르네상스를 이끌어온 전 세계 여성 작가들의 주옥 같은 작품을 가려 모았다. 오늘날 SF 소설계에서 가장 인정받는 편집팀으로서 여러 상을 수상하기도 한 앤 밴더미어와 제프 밴더미어 부부가 선정하고 구성한 뛰어난 페미니즘 SF 선집이다. 1960년대 작품부터 동시대 작품까지 두루 포함하는 이 선집은 페미니즘 담론의 확장을 추구하는 동시에 상상력 넘치는 풍성한 생각거리로 독자들을 이끈다. 이 걸작선은 SF와 페미니즘의 연관관계를 보여 주는 대담한 사례들을 모았다. 조안나 러스의 고전 <그들이 돌아온다 해도>에서부터 에일린 건의 <중간관리자를 위한 안정화 전략> 같은 풍자적인 작품까지, 이 영역의 작업들이 가지는 강렬한 집중도를 드러낸다. 캐서린 M. 밸런트와 같은 주목받는 작가들과 함께 반다나 싱, 히로미 고토와 같은 전 세계 작가들의 작품을 포함한 이 선집은 페미니즘의 다양한 목소리들을 담아낸다. 이 선집은 동시대 소설과 페미니즘의 두 측면에서 새로운 전선들로 사고를 확장한다. 환상적인 작품에서 미래지향적 작품으로, 신비로운 작품에서 초현실적인 작품으로 옮겨가는 이야기들은 지금 우리가 접할 수 있는 어떤 책과도 다른 페미니즘을 향한 생각들과 감정들을 불러일으킨다. “SF 소설이 가진 남다른 정치적 힘을 보여주는 꼭 필요한, 잘 가려 뽑은 선집.” - <커커스 리뷰> “여기 수록된 이야기들은 우리가 원했던 바로 그 일을 해낸다. 진부한 설정들을 찢어발기고, 젠더와 그 함의에 의문을 던지고, 풍자와 유머와 사회적 징후와 규정들에 대한 날카로운 지적 분석을 동반한 의도적 무지를 이용하여 정체성을 들여다본다.” - 마베쉬 무라드, <토르닷컴> “지난 수십 년간 여성 SF 작가들이 이룬 가장 빛나는 성과들을 엮은 다채롭고 놀라운 선집이다.” - 앤드류 앤드류스, ‘truereviewonline.com’ “저자들은 모두 페미니스트이며 SF 소설 혁명의 자매들이다. 그러므로 그들의 역할은 가능한 세계와 존재의 방식들을 탐험하는 것이며, 그려진 시나리오들로부터 각자의 교훈을 끌어내는 것은 독자들의 몫이다.” - 에리카 스미스, <피스 뉴스> “페미니스트든 아니든 SF 소설 팬이라면 누구나 반드시 읽어야 할 필독서이며, 이런저런 여성학 관련 학습과정을 짤 때 활용할 수 있는 흥미로운 텍스트가 될 것이다.” - 다이앤 칸스, ‘worldliteraturetoday.org’ “이 매혹적인 선집은 뉴웨이브 SF와 페미니즘 사변소설계의 경향들이 어떻게 여성과 페미니즘에 관한 문화와 관점의 변화들을 반영하고 있는지 보여준다.” - 바네사 부시, <북리스트> “이 책에 실린 작품들은 모두 여성들이 세계와 맺고 있는 관계의 양상들을 탐구한다. 이 작품들은 사회적 역할과 성역할, 성별, 연애 관계, 일과의 관계에 주목한다.” - 일레인 갤러퍼, <인터존> “이 책은 우리 모두가 연루돼 있는 장르와 젠더, 문화와 맥락에 관한 논의에서 빠질 수 없는 강력하고도 귀중한 선집이다.” - 캐리 스페링, <스트레인지호라이즌닷컴> “밴더미어 부부가 페미니즘 면에서든 다른 어떤 면에서든 근래 들어 최고의 SF 선집이라 할 만한 걸 엮어냈다.” - 일리저베스 핸드, <로스앤젤레스 타임즈> “주제에 맞게 배열된 작품들은 각각의 작품을 가장 선명하게 조명해내는 도발적이고 극적인 배치를 통해 서로 흘러들고 또 서로 반발한다.” - 《퍼블리셔스 위클리》 “편집자들은 이 선집을 얻기 위해 넓게 멀리까지 작품들을 뒤졌다. 다양한 SF의 향연. 장르와 정치적 성향을 떠나 이 책은 훌륭한 선집이다.” - 키스 브룩, 《가디언》 “이 ‘고도로 잘 정돈된’ 페미니즘 SF 선집에는 분명하게 밴더미어 부부의 도장이 찍혀 있다. 이 선집은 호러와 판타지를 포함한 사변소설의 모든 장르를 아우를 뿐만 아니라 이런 주제의 선집에 대한 모두의 기대를 뛰어넘으며 상당한 분량의 초현실적이고 기괴한 작품들까지 선보인다.” - 귀네스 존스, 《뉴욕 SF 리뷰》"
윤주상이 읽는 찰스 디킨스의 신호원,찰스 디킨스 저,"신호원(The Signal-Man) 직접 유령이 나오지는 않지만 무섭고 으스스한 괴담 소설이다. 소설 속 화자는 우연히 산속 절지 아래 있는 철도 초소를 찾고, 그곳에서 만난 신호원으로부터 사고를 예고하는 유령 이야기를 듣는다. 디킨스가 작품을 쓰기 5년 전인 1861년에 발생한 클레이턴 터널 충돌 사고에서 영향을 받았다는 설이 있다."
[중편] 성장,김한수 저,"봄비는 누구에게나 똑같이 내린다 세상 모든 일들은 다 봄비 같아야 한다 25년간 사랑받아온 김한수 첫 소설집 전면개정판 출간! 1992년 출간한 이래 25년간 사랑받아온 김한수 첫 소설집 『봄비 내리는 날』이 전면개정되어 출간되었다. 저자가 문장을 일일이 매만져 더 밀도있는 작품으로 새로이 선보인다. 도시 서민과 가난한 노동자의 생활을 여실히 그려내며 90년대 노동소설의 전범으로 격찬받아온 이 책에는 등단작 「성장」을 비롯하여 총 세편의 중편소설이 묶여 있다. 90년대 최대의 민생문제였던 토지․주택 문제를 생생하게 형상화한 표제작 「봄비 내리는 날」을 비롯, 세상으로부터 밀려난 집 없는 사람들의 슬픔과 고통을 단단한 언어로 그려내며 동시에 희망을 이야기하는 김한수의 소설은 당대의 가난한 청년이 세상을 어떻게 살아가는지 핍진하게 그려내며 주목받았다. “이 세상은 누구의 것인가”라고 물으며 단단한 토대 없이 삶을 꾸려야 하는 평범한 사람들이 살아온, 또 살아가는 이야기는 실상 지금의 현실과도 맞닿아 있어 여전히 변함없는 감동을 자아내며 독자에게 묵직한 울림으로 다가온다."
뻐꾸기 날리다 - 아줌마,김우남 저,"우리 실존의 현재를 비춰보게 하는 사실주의적 이야기 ‘아줌마’의 삶을 담은 김우남 작가의 이야기들은 여성 서사의 한 측면에서 읽혀야 마땅하겠지만, 그보다 먼저 우리 시대 인정세태의 리얼리즘 소설 계보로 정리할 수도 있을 테다. ‘사실주의’라는 개념이 품은 함의는 꽤 두터운 것인데, 여기서는 삶의 구체적 국면을 중시하고, 그것의 시시콜콜함을 있는 그대로 그려낸다는 의미에서 김우남 작가 소설의 한 측면을 대변한다. 그녀가 즐겨 빚는 아줌마의 유쾌한 수다는 세속화된 사회에서 일상을 살아내고, 그것을 버텨내는 작중인물이 겪는 미시적 이야기들이다. 그 이야기에는 이 시대 아줌마들의 욕망과 나르시시즘, 분노와 슬픔, 좌절과 피로감 따위의 구체적 사실감이 풍부하다. 또한 김우남 작가의 작가적 개성이 잘 구현된 미시 서사는 잘 닦인 거울인 듯해서 우리 실존의 현재를 비춰보게 된다. 그녀가 채집한 세속 사회에서의 일상 서사는 이 시대의 세태와 풍속의 결을 드러내고, 우리는 그 속에서 자주 자신을 돌아보며 ‘나는 잘 살고 있는가?’를 묻게 만든다. 돈 주고 부른 파출부가 보여주는 교양과 값비싼 소지품으로 인해 “자신이 초라하게 내동댕이쳐진 느낌”과 함께 위세를 부리다가 양심의 가책에 빠지는 이야기. 「아줌마」"
루스벨트 게임,이케이도 준 저,"경기는 끝나도 인생은 계속된다 윌라 베스트셀러 시리즈 『한자와 나오키』 작가 이케이도 준의 또 하나의 대표작! 일본 TBS 방영 인기 드라마 「루스벨트 게임」 원작 소설 오디오북 출간! “우리는 최선을 다해 좋아하는 야구를 하는 거야!” 짜릿한 야구의 승부와 긴박한 경영의 세계가 맞닿는 곳에서 펼쳐지는 숫자와 성과에 가려진 진짜 사람들의 드라마 숨 쉴 틈 없는 전개와 통쾌함 가득한 대사, 현실감 넘치는 직장인 묘사로 자신만의 세계를 구축해온 이케이도 준 작가가 해체 위기의 사회인야구팀(일종의 실업팀으로 일본의 기업 소속 야구팀)의 이야기로 한국의 독자들을 찾아온다. 출간 이후 누적 100만 부 이상 판매되었고 TBS에서 동명의 드라마로도 제작되며 큰 인기를 모았던 이 작품은 이케이도 준이 최고의 스토리텔러이자 엔터테인먼트 작가임을 다시 한 번 입증한 베스트셀러다. 9회말 투아웃부터가 진짜 경기라는 야구의 짜릿한 승부와 긴박감 넘치는 기업 경영의 세계가 흥미진진하게 전개되는 이 작품에서 작가는 여전히 ‘진지하게 일하는 사람들’에 대한 존중을 잃지 않는다. 그리고 숫자와 성과 아래에 가려진 사람들의 삶을 누구나 공감할 수 있도록 그리며, 등장인물의 수만큼 다채로운 삶의 드라마를 엮어낸다. “야구에서 가장 재미있는 게임 스코어는 8 대 7이다”라는 프랭클린 루스벨트 대통령의 말에서 따온 제목처럼 인생에서 바닥을 치는 순간에도 언제나 역전의 기회는 있고, 누구에게나 기사회생의 한 방이 있기에 인생은 더 재미있다는 메시지를 흥미롭게 보여준다. 『한자와 나오키』 시리즈의 성공, 나오키상 수상 이후에도 끊임없이 새로운 소재를 발굴하고 ‘읽는’ 재미를 추구해온 이케이도 준 작가는 한 인터뷰에서 “어려운 시기에 읽고 힘이 나는 소설을 쓰고자 했습니다”라며 『루스벨트 게임』에 대한 애정을 드러냈다. 재미에 감동까지 더해 독자들의 높아진 기대에 부응하고 있는 이 작품은 한숨과 환호가 교차하는 삶의 그라운드에서 언젠가 빛날 순간을 기다리는 우리 모두를 위한 소설이다. 줄거리 사회인야구의 명문인 아오시마제작소 야구팀은 전통의 강호라는 말이 무색하게 연패의 늪에 빠져 있다. 팀 에이스와 감독은 라이벌 팀 미쓰와전기로 이적해버리고, 사내에서도 부진한 성적으로 눈총을 받는다. 그러나 새로이 영입한 감독은 데이터를 바탕으로 한 대담한 선수 기용과 허를 찌르는 전략으로 팀에 새 바람을 불러온다. 한편, 계속되는 불황과 경쟁기업 미쓰와전기의 저가 공세로 아오시마제작소는 곤경에 처한다. 전자부품 분야에서 기술력은 1위지만 대기업의 영업력에는 속수무책이고, 거래처의 생산 축소로 다음 회기 실적이 큰 폭으로 떨어질 것이 예상된다. 회사는 은행의 지원을 받기 위해 정리해고를 단행하고, 예산만 잡아먹는 야구팀을 해체하라는 내부의 요구도 거세어진다. 비용이냐, 사람이냐…… 야구팀 해체를 두고 회사에서 갈등이 생기고, 야구팀은 이번 시즌의 우승을 통해 자신들의 가치를 증명하려고 한다. 계약직 야구선수, 신임 감독, 해고 위기의 직원들, 경영진과 대표 등 아오시마제작소 모두가 각자의 인생과 프라이드를 걸고 회사와 야구팀을 지키려고 하는데……"
[단편] 주단,최진영 저,"등단 이후 장편소설을 통해 박력있는 서사를 선보이며 독자를 사로잡아온 소설가 최진영의 첫 번째 소설집. 10편의 수록작은 각각 서로 다른 이야기와 분위기를 구축하면서 폭력과 착취가 상존하고 욕망과 불확실성이 넘실거리는 이 세계 속에서 살아가는 약자들에게 정면으로 시선을 던진다. 주제의식이 투철하고 강렬한 인상을 갖추었으면서도 하나같이 탄탄한 구성과 밀도있는 문장이 뒷받침된 빼어난 작품들이다. 「주단」 건강하고 똑똑한, 남부러울 것 없는 대학생인 ‘주’와 어릴 적부터 점점 건강이 안 좋아져 거동도 힘들고 오래 살 수 없는 처지인 ‘단’은 쌍둥이다. 주에게 단은 늘 기도해줘야 하는 대상이자 자신에게 죄책감을 안기는 사람이다. 언젠가부터 문득문득 기억을 잃어버리는 주는 어느날 집으로 가는 버스에 올라탄 채 단과의 애증관계를 회상한다."
복권,안톤 체호프 저,아내가 산 복권을 둘러싸고 남편과 아내는 상상을 합니다. 만약에 당첨이 된다면 새로운 삶을 살 거라는 희망이 솟아올랐죠. 체호프의 단편
천강에 비친 달,정찬주 저,"“『대장경』을 무지렁이 백성들 모두가 읽을 수 있도록 우리 글자가 있다면 얼마나 좋을까……. 그것이 바로 세종과 신미가 꿈꾸는 조선의 글자였다.” 조선 왕조 사상 최고의 태평성대를 구가한 왕으로 평가받는 세종. 그리고 그가 이룩한 찬란한 업적, 한글 창제. 하지만 한글 창제에 세종 외에 공을 세운 또 한 사람이 있었다. 바로 자신의 이름을 지울 수밖에 없었던 ‘비운의 고승’ 신미 대사다. 이번 한글날에 맞춰 출간 예정인 정찬주 작가의 장편소설 『천강에 비친 달』은 한글 창제에 얽힌 비밀을 밝힌 작품으로, 조선 초 최고의 범어(산스크리트 어) 전문가이자 학승(學僧)이었던 신미 대사가 한글 창제의 숨은 주역이었음을 조명하고 있다. 이 소설에서 신미는 세종이 일러준 상형(象形)의 바탕, 즉 자음은 혀 모양, 입술 모양, 이 모양을 바탕으로, 모음은 천지인을 바탕으로 하여 글자꼴을 만들고, 이 자모에 범자의 자음과 모음처럼 가획과 합용, 교합을 통해 우리 글자인 정음을 만들어낸다. 이 과정에서 신미 대사뿐 아니라 우리 글자를 만들려는 일념 하나로, 신미 대사, 세자, 수양대군, 안평대군, 정의공주, 일부 사헌부 대신들과 집현전 학사들이 협력하고 조력하는 모습이 감동적으로 그려지고 있다. 이처럼 소설은 무지렁이 백성들을 구제하고 나아가 우리 민족의 정체성과 자주성, 국가의 정통성과 위신을 바로세우는 우리 글자를 만들고자 했던 세종대왕과 신미 대사를 비롯한 역사적 군상들을 생동감 있게 재현해내고, 그들이 지닌 인간적 고뇌와 방황을 시대적 대의(大意)와 종교적 성찰로 승화하여 묵직한 울림과 감동을 던져준다."
희생화,현진건 저,"1920년 11월 [개벽]에 발표된 단편소설로, 관습으로 인해 이루어질 수 없는 사랑을 다룬 작품"
[단편] 동냥꾼,현기영 저,"제주의 4월, 그곳에는 ‘순이 삼촌’이 있다 현대사에 빛나는 거장 현기영의 문학인생 40년 탄탄한 구성과 서정적인 묘사가 어우러진 중후한 문체로 제주도 수난의 역사를 애정어린 시선으로 파고들면서 특히 ‘4․3사건’의 역사적 진실을 복원하는 데 집중해왔던 현기영의 중단편전집(전3권)이 출간되었다. 동아일보 신춘문예 등단작 「아버지」(1975)부터 계간 『창작과비평』에 발표하면서 문단에 큰 파장을 불러일으킨 ‘4․3소설’의 최고봉이자 ‘4․3사건’ 그 자체라고도 할 수 있는 「순이 삼촌」(1978), 단편소설의 백미인 「마지막 테우리」(1994)까지 모두 30편의 중단편 작품(마당극 「일식풀이」와 희곡 「변방에 우짖는 새」 포함)을 개정해 새로운 장정으로 선보인다. 비록 과작이기는 하나 빼어난 문학적 성취를 보여준 현기영 소설의 정수를 일목요연하게 맛볼 수 있는 이 전집은 작가의 등단 40주년을 기념하는 동시에 그의 작품을 새롭게 조명하는 것이다. 역사에 대한 깊은 성찰과 인간에 대한 애정이 녹아든 명편들은 여전히 변함없는 감동을 자아내며 작가의 강직하고 사려깊은 문학적 삶은 묵직한 울림으로 다가온다. 첫째권 『순이 삼촌』에는 표제작을 비롯하여 10편의 소설이 실려 있다. 이중에서 오랫동안 금기시했던 ‘4ㆍ3사건’을 최초로 세상에 알린 「순이 삼촌」, ‘그날’의 처절한 현장을 역사적 현재의 수법으로 절실하게 재현해낸 「도령마루의 까마귀」, ‘4ㆍ3사건’의 비극을 과거의 역사가 아니라 현재적 사건으로 부각시킨 「해룡이야기」 등 초기 3부작이 돋보인다. ‘폭도’에 가담한 아버지를 둔 소년의 불안한 심리를 묘사한 등단작 「아버지」 역시 ‘4․3사건’과 맞닿아 있다. 특히 대표작 「순이 삼촌」은 학살 현장에서 기적적으로 살아났으나 환청과 신경쇠약에 시달리다가 결국은 자살하고 마는 ‘순이 삼촌’의 삶을 되짚어가는 과정을 통해 30년 동안 철저하게 은폐된 진실을 생생히 파헤친 문제작으로, 한국 현대사와 문학사에서 길이 남을 작품으로 꼽힐 만하다. 이밖에 지식인의 고뇌와 개인의 무력감을 섬세하게 그린 「아내와 개오동」, 소시민의식을 역설적으로 비판한 「동냥꾼」 등은 작가의 사회의식이 잘 드러나 있으며, 개인의 의식세계를 미학적으로 파헤친 「꽃샘바람」 「초혼굿」 「겨울 앞에서」 등에서는 초기 소설의 경향을 엿볼 수 있다. 조선시대 지배계급의 부정부패를 통렬하게 풍자한 「소드방놀이」는 탁월한 상상력과 상징성으로 오늘의 세태를 정곡으로 찌른다."
유희,김소래 저,"책 읽기가 곧 유희와 치료임을 일깨워주는 책. 삶의 비밀과 비의를 포착한 흥미로운 소설. 사랑에 대한 아련한 그리움과 아픔이 있는 사람이라면 누구나 공감할 수 있는 책. ■ 비밀의 순간을 포착한 흥미로운 소설 당신이 내내 품고 있던 어떤 비밀이 있다면. 그 비밀이 어느 순간 벗겨진다면 삶은 훨씬 가벼워질 것이다. 작품집 『유희』에 실린 작품들은 그 비밀이 벗겨지는 순간을 포착했다. 「유희」는 형사가 피의자로 만난 소영의 상처를 들여다보며 그녀를 이해하게 되는 과정을 세밀하게 그려 냈으며, 「판피프 판피프」 는 청상이 된 시어머니, 송여사의 비밀을 알게 되는 한 순간을 포착했다. 그 순간은 바로 송여사가 손수건에 싸서 간직한 사진 속 인물이 바로 시아버지가 아닌 작은아버지라는 사실. “남편이 기억하는 아버지는 과연 누구일까?” 라는 의문과 함께 송여사에 대한 이해가 ‘판피린’이라는 약을 통해 구현된다. 인간이 한 인간을 진심으로 이해하게 되는 순간은 언제일까? 죽음 앞에서 일까? 비밀을 알게 된 순간일까? 궁금하다면 책을 읽어 봐라. 「섬집 여자」는 어느 날 불을 내고 사라진 섬집 여자의 아들 은욱과, 억척스럽게 일만 하는 섬집 여자, 놀기만 하던 섬집 여자의 남편, 그들에 대한 숨겨진 이야기다. 그 비밀은 우리나라의 슬픈 역사와 겹쳐지며 안타까움을 자아낸다. 우리가 타인을 안다고 규정하는 것이 얼마나 어리석은지, 더불어 타인의 행동에 대한 이유를 짐작하는 것이 얼마나 덧없는지, 여실하게 보여준다. ■ 사랑은 아련한 그리움일까? 덧없는 환상일까? 어떤 대상에게 당신의 마음을 빼앗긴 기억이 있다면, 그 대상을 그리워하며 기억 한 켠에, 마음 한 자락에 품고 살았다면 작품집 『유희』 의 주인공들은 바로 당신이다. 「마이디어다나」는 독신자 아파트 4층에 거주하는 남자들이 여성용 휴머노이드 로봇인 다나2를 공동구매하면서 서로의 삶에 조금씩 침범해가는 과정을 그렸다. 보험설계사인 4호 최, 단추 디자이너 3호 박, pp전자 엔지니어 5호 김, 남성 언더웨어 디자이너 2호 여자. 그들은 다나를 매개로 최신 의상이나 명령어를 공유하지만 늘 공허감에 시달린다. 4호 최는 이혼한 부인 수연의 몸을 그리워하고 3호 박과 5호 김은 2호 여자에 대한 호기심을 천박하게 드러내는데 ……. 작가는 인공지능시대, 몸과 마음이란 무엇인가? 진지하게 질문한다. 「여자가 그를 느낄 때」 는 미술학원 원장인 여자가 옆 건물로 이사 온 세무사의 아들에게 연민을 느끼면서 벌어지는 상황을 그렸다. 아버지로부터 모욕과 폭력적인 말을 듣는 남자에게 여자는 친절을 베푸는데, 그 친절은 남자의 사랑고백으로 이어진다. 그때부터 여자는 남자를 피하기 시작한다. 뚱뚱하고 말이 어눌하고 대머리인 남자. 사람에 대한 호감과 비호감은 외모로부터 시작하지만 외모에 대한 평가가 그 사람을 규정지을 수 있을까? 사람이 사람에게 호감을 느낄 때는 언제인가? 자신의 상처를 치유하면서 동시에 상대방의 상처를 치유하게 하는 힘은 무엇인가? 생각하게 해 주는 작품이다. 「무채색 무지개」는 작중화자인 ‘나’가 친구모친의 부고를 받고 고향으로 내려가면서 첫사랑의 대상이었던 ‘석준’과의 재회를 그린 작품이다. 나는 ‘고상하고 품위 있었던’ 그가 ‘입만 열면 돈타령’ 이나 하는 ‘속물’ 로 변한 모습을 보며 슬픔을 느낀다. 인간다운 삶이란 무엇인가? 어떻게 늙어가는 것이 아름다운가? 뒤돌아보게 만든다. 「영혼의 맨살」은 남도 다도해의 작은 섬, 한센병 환자들이 살았던 그곳에서 만난 당신에 대한 이야기다. 나는 ‘성자처럼 기품 있는 당신’ 과 사랑하는 사이가 되지만 결국 그곳을 떠날 수 밖에 없는데……. 과연 그곳에서는 무슨 일이 벌어졌을까? 때로는 ‘사랑’이라는 감정만으로 극복할 수 없는 어떤 것들이 있다. 화자의 말을 빌리자면 ‘인생을 함께할 만큼 사랑하지 않았거나 그곳에서 헌신하며 살기에는 내 성격상 맞지 않는다고 여겼’을지도 모른다. 하지만 진실은 따로 있다. 그 진실은 무엇일까?"
미니어처 하우스,김아정 외 3인 저,"이 오디오북은 한국출판문화산업진흥원(KPIPA)의 ‘2020년 오디오북 제작 지원’ 사업 선정작입니다. 경계를 뒤흔드는 새로운 목소리를 만나다 안과 밖의 비밀을 여는 네 편의 이야기 한국 문학의 가장 젊은 소설가 4인의 첫 앤솔러지 소설집 《미니어처 하우스》 안과 밖의 구분은 한국 사회에서 종종 혐오와 차별의 시발점이 된다. 일찍이 우리에게는 선(線)이 있었고 그 너머는 금기의 공간이었다. 타자, 아웃팅, 아웃사이더 같은 용어는 선을 넘는 행위에 대한 강력한 경고이자 처벌이다. 그래서 지금 우리는 안녕한가. 김아정, 박규민, 박선우, 오성은 소설가가 ‘인사이드-아웃사이드’를 테마로 한 네 편의 단편과 네 편의 에세이를 통해 묻는다. 안과 밖에 어떤 비밀이 숨겨져 있는지, 그 어딘가의 우리는 정녕 안녕한지, 그 경계를 뒤흔들 때 어떤 가능성과 만날 수 있는지 말이다. 등단 5년차 미만, 만 35세 이하 젊은 작가들의 첫 앤솔러지 소설집 《미니어처 하우스》를 통해서다. 매년 봄, 은행나무출판사에서 동시에 출간되는 ‘젊은 작가’ 시리즈의 소설집 《미니어처 하우스》와 시집 《도넛 시티》는 한국문화예술위원회 한국예술창작아카데미의 신진 작가로 선정된 네 명의 시인과 네 명의 소설가가 함께 기획하고 각자 써 내려간 결과물이다. 안팎의 어딘가에 도사리는 삶의 비밀들을 한국 문학의 가장 젊은 작가들이 각기 다른 개성으로 펼쳐낸다. 미세먼지와 바이러스에 포위당해 삶의 저변이 점점 축소된다고 느낀다면, 안과 밖의 경계를 허물어 일상의 지평을 넓히고자 한다면 이 새로운 목소리에 귀 기울여주기를 바란다."
[단편] 국수,김숨 저,대산문학상과 현대문학상을 거머쥐며 뛰어난 작품세계를 인정받고 있는 작가 김숨의 네번째 소설집. 현대문학상 수상작 「그 밤의 경숙」을 비롯 김숨의 탁월한 소설세계를 보여주는 9편의 작품을 실었다. 가족의 의미를 진중하고도 새롭게 천착하는 진정성과 더불어 현대인이 앓고 있는 분열적 심리에 대한 성찰과 묘사가 지적 각성과 동시에 깊고 풍부한 울림을 선사한다. 「국수」 외롭고 고단했을 새어머니의 삶을 이해하고 마음으로 화해를 이루는 주인공의 심리을 국수를 만드는 일련의 조리 과정에 탁월하게 버무려낸다. 주인공은 설암의 통증에 시달리며 외로이 살고 있는 새어머니를 찾아가 평소 그녀가 만들어주곤 하던 국수를 만들며 깊은 회상에 빠진다. 리드미컬하게 문장에 문장을 더하며 촘촘한 서사의 밀도를 이루는 이 작품은 진정한 이해와 사랑이 무엇인지를 보여주며 깊은 감동을 불러일으킨다.
